360,0.0001299,0.000003917,0.0006061,,0.175560232,0.005293837
361,0.000145847,4.39358E-06,0.000680879,,0.175482528,0.005286339
362,0.000163802,4.9296E-06,0.000765146,,0.175400022,0.005278642
363,0.000184004,5.53214E-06,0.000860012,,0.175317049,0.005270969
364,0.00020669,6.20825E-06,0.000966593,,0.175236739,0.005263494
365,0.0002321,0.000006965,0.001086,,0.175161219,0.005256346
366,0.000260728,7.81322E-06,0.001220586,,0.175087794,0.005246845
367,0.000293075,8.76734E-06,0.001372729,,0.175014939,0.00523557
368,0.000329388,9.83984E-06,0.001543579,,0.174945189,0.005226157
369,0.000369914,1.10432E-05,0.001734286,,0.174880125,0.005220785
370,0.0004149,0.00001239,0.001946,,0.174820608,0.005220601
371,0.000464159,1.38864E-05,0.002177777,,0.174770252,0.005228667
372,0.000518986,1.55573E-05,0.002435809,,0.174722037,0.00523752
373,0.000581854,1.7443E-05,0.002731953,,0.174665368,0.005236161
374,0.000655235,1.95838E-05,0.003078064,,0.17459505,0.005218322
375,0.0007416,0.00002202,0.003486,,0.174509721,0.00518164
376,0.00084503,2.48397E-05,0.003975227,,0.174409249,0.005126761
377,0.000964527,2.80413E-05,0.00454088,,0.174308458,0.005067593
378,0.001094949,3.1531E-05,0.00515832,,0.174221772,0.005017032
379,0.001231154,3.52152E-05,0.005802907,,0.174155594,0.004981445
380,0.001368,0.000039,0.006450001,,0.174112234,0.004963726
381,0.00150205,4.28264E-05,0.007083216,,0.174088307,0.0049636
382,0.001642328,4.69146E-05,0.007745488,,0.174072591,0.004972543
383,0.001802382,5.15896E-05,0.008501152,,0.174057024,0.004982036
384,0.001995757,5.71764E-05,0.009414544,,0.174036271,0.004985961
385,0.002236,0.000064,0.01054999,,0.174007918,0.004980549
386,0.002535385,7.23442E-05,0.0119658,,0.17397193,0.004964083
387,0.002892603,8.22122E-05,0.01365587,,0.173931679,0.004943407
388,0.003300829,9.35082E-05,0.01558805,,0.173889036,0.004926049
389,0.003753236,0.000106136,0.01773015,,0.173845256,0.004916093
390,0.004243,0.00012,0.02005001,,0.173800773,0.004915412
391,0.004762389,0.000134984,0.02251136,,0.173754438,0.004924854
392,0.005330048,0.000151492,0.02520288,,0.173705353,0.004937098
393,0.005978712,0.000170208,0.02827972,,0.173655189,0.004943791
394,0.006741117,0.000191816,0.03189704,,0.173606018,0.004939895
395,0.00765,0.000217,0.03621,,0.173559907,0.004923203
396,0.008751373,0.000246907,0.04143771,,0.17351445,0.004895447
397,0.01002888,0.00028124,0.04750372,,0.173468498,0.004864579
398,0.0114217,0.00031852,0.05411988,,0.173423666,0.004836312
399,0.01286901,0.000357267,0.06099803,,0.173379996,0.004813338
400,0.01431,0.000396,0.06785001,,0.173336865,0.004796743
401,0.01570443,0.000433715,0.07448632,,0.173291286,0.004785846
402,0.01714744,0.000473024,0.08136156,,0.17323792,0.004778888
403,0.01878122,0.000517876,0.08915364,,0.173174239,0.004775131
404,0.02074801,0.000572219,0.09854048,,0.173101012,0.004774031
405,0.02319,0.00064,0.1102,,0.173020965,0.00477505
406,0.02620736,0.00072456,0.1246133,,0.172934257,0.004781147
407,0.02978248,0.0008255,0.1417017,,0.172842756,0.004790793
408,0.03388092,0.00094116,0.1613035,,0.172751153,0.004798762
409,0.03846824,0.00106988,0.1832568,,0.172662106,0.004802084
410,0.04351,0.00121,0.2074,,0.172576551,0.004799302
411,0.0489956,0.001362091,0.2336921,,0.172489477,0.004795254
412,0.0550226,0.001530752,0.2626114,,0.172395603,0.004796119
413,0.0617188,0.001720368,0.2947746,,0.172296002,0.004802629
414,0.069212,0.001935323,0.3307985,,0.17219236,0.004814885
415,0.07763,0.00218,0.3713,,0.172086631,0.004832524
416,0.08695811,0.0024548,0.4162091,,0.171982446,0.00485501
417,0.09717672,0.002764,0.4654642,,0.171871019,0.004888532
418,0.1084063,0.0031178,0.5196948,,0.171741214,0.004939332
